Pmid	Fbid	Synonym	Paragraph
24945799	FBgn0001320	KNI	Using specific antibodies, we also confirmed that Vvl and Kni are expressed in the PG and that these transcription factors localize in the nucleus (Fig. 1C). Although kni expression was not detected using in situ hybridization in the embryonic PG, expression of Kni was found in the PG at the L2 stage (Fig. S1). Next, we quantified vvl and kni expression in the ring gland (an organ with by far the most of its volume constituted by PG cells) compared to the whole body in order to see if these transcription factors are enriched in the PG (Fig. 1D). As a control, we measured phm expression, which indeed is highly expressed in the PG compared to the whole animal and mld, encoding a factor with a specific role in the PG, but with a broader expression pattern (Fig. 1D and S1) [12], [21]. Expression of vvl was highly enriched in the ring gland, like phm, while kni expression was less specific to this tissue similar to mld.
24945799	FBgn0263490	MLD	Using specific antibodies, we also confirmed that Vvl and Kni are expressed in the PG and that these transcription factors localize in the nucleus (Fig. 1C). Although kni expression was not detected using in situ hybridization in the embryonic PG, expression of Kni was found in the PG at the L2 stage (Fig. S1). Next, we quantified vvl and kni expression in the ring gland (an organ with by far the most of its volume constituted by PG cells) compared to the whole body in order to see if these transcription factors are enriched in the PG (Fig. 1D). As a control, we measured phm expression, which indeed is highly expressed in the PG compared to the whole animal and mld, encoding a factor with a specific role in the PG, but with a broader expression pattern (Fig. 1D and S1) [12], [21]. Expression of vvl was highly enriched in the ring gland, like phm, while kni expression was less specific to this tissue similar to mld.
24945799	FBgn0086680	VVL	Based on the potential regulatory role of Vvl and Kni, we next sought to determine if these transcription factors are required for PG expression of the genes involved in ecdysone biosynthesis. We used the PG specific phm-Gal4 (phm>) driver and observed that knock down of vvl in the PG using UAS-vvl-RNAi (vvl-RNAi) resulted in first instar (L1) arrest (Fig. 2A). Furthermore, RNAi mediated knock down of kni in the PG, by using phm> with a UAS-kni-RNAi (kni-RNAi), led to an L1 and second instar (L2) arrest phenotype. To exclude the contribution of off-target effects, we tested PG specific knock down of vvl and kni using other transgenic RNAi lines that target different regions of the vvl and kni mRNA and found that they produce similar phenotypes (Table S1). To support this, we also used the P0206-Gal4 (P0206>) driver that promotes weak expression in the PG cells [22]. When expression of vvl and kni was reduced using P0206>, development was arrested during later stages compared to when crossed with phm>. Knock down of mld in the PG with phm> driven UAS-mld-RNAi (mld-RNAi) also resulted in L1 arrest (Fig. 2A) consistent with mutant analysis [9], [21].
24945799	FBgn0001320	KNI	Based on the potential regulatory role of Vvl and Kni, we next sought to determine if these transcription factors are required for PG expression of the genes involved in ecdysone biosynthesis. We used the PG specific phm-Gal4 (phm>) driver and observed that knock down of vvl in the PG using UAS-vvl-RNAi (vvl-RNAi) resulted in first instar (L1) arrest (Fig. 2A). Furthermore, RNAi mediated knock down of kni in the PG, by using phm> with a UAS-kni-RNAi (kni-RNAi), led to an L1 and second instar (L2) arrest phenotype. To exclude the contribution of off-target effects, we tested PG specific knock down of vvl and kni using other transgenic RNAi lines that target different regions of the vvl and kni mRNA and found that they produce similar phenotypes (Table S1). To support this, we also used the P0206-Gal4 (P0206>) driver that promotes weak expression in the PG cells [22]. When expression of vvl and kni was reduced using P0206>, development was arrested during later stages compared to when crossed with phm>. Knock down of mld in the PG with phm> driven UAS-mld-RNAi (mld-RNAi) also resulted in L1 arrest (Fig. 2A) consistent with mutant analysis [9], [21].
24945799	FBgn0086680	VVL	We next investigated if Vvl and Kni regulate the expression of the genes involved in ecdysone biosynthesis. phm>vvl-RNAi and phm>kni-RNAi larvae showed reduction in the expression of phm, dib and sad by the mid-first instar 36 hours AEL compared to the control (Fig. 3A). Knock down of vvl also reduced expression of sro and spok, encoding enzymes believed to work in early steps in the pathway known as the black box [4], [5], [9]. However, expression of nvd, encoding a PG specific gene involved in the first step in the biosynthetic pathway, was not significantly reduced in the mid-first instar by knock down of vvl or kni in the PG. This further supports the notion that the PG is specified normally during embryogenesis. Previous studies have indicated that mld mutants have reduced ecdysone levels because of a specific lack of spok expression [9], [21]. Our knock down results involving mld-RNAi in the PG support that Mld is required specifically for the expression of spok, but not for the later acting products of phm, dib and sad.
24945799	FBgn0001320	KNI	We next investigated if Vvl and Kni regulate the expression of the genes involved in ecdysone biosynthesis. phm>vvl-RNAi and phm>kni-RNAi larvae showed reduction in the expression of phm, dib and sad by the mid-first instar 36 hours AEL compared to the control (Fig. 3A). Knock down of vvl also reduced expression of sro and spok, encoding enzymes believed to work in early steps in the pathway known as the black box [4], [5], [9]. However, expression of nvd, encoding a PG specific gene involved in the first step in the biosynthetic pathway, was not significantly reduced in the mid-first instar by knock down of vvl or kni in the PG. This further supports the notion that the PG is specified normally during embryogenesis. Previous studies have indicated that mld mutants have reduced ecdysone levels because of a specific lack of spok expression [9], [21]. Our knock down results involving mld-RNAi in the PG support that Mld is required specifically for the expression of spok, but not for the later acting products of phm, dib and sad.
24945799	FBgn0086680	VVL	The binding sites of these factors in the PG specific regulatory elements indicate that Vvl and Kni are involved in a transcriptional network necessary for co-expression of the biosynthetic enzymes. We therefore sought to establish if Vvl and Kni can bind directly to the PG specific regulatory elements by performing a DNA/protein binding assay. For this purpose, we performed electrophoretic mobility shift assays (EMSAs) with the conserved sites in the phm promoter since the functional importance of these sites has been confirmed [20]. Radiolabeled DNA oligonucleotide sequences that contained the conserved vvl or kni binding sites in the phm promoter required for PG expression (Fig. 1A) formed DNA/protein complexes with nuclear cell extract (Fig. 3B and C). These complexes were outcompeted by unlabeled oligonucleotide sequences containing consensus vvl or kni sites and by the unlabeled phm oligonucleotides containing the vvl or kni site, but not by the unlabeled phm oligonucleotides with mutated vvl or kni binding sites or by an unspecific oligonucleotide sequence. This finding demonstrates that the vvl and kni sites are required for formation of the DNA/protein complex and supports that Vvl and Kni regulate transcription of the genes involved in ecdysone biosynthesis by direct binding to their promoters and enhancers.
24945799	FBgn0001320	KNI	The binding sites of these factors in the PG specific regulatory elements indicate that Vvl and Kni are involved in a transcriptional network necessary for co-expression of the biosynthetic enzymes. We therefore sought to establish if Vvl and Kni can bind directly to the PG specific regulatory elements by performing a DNA/protein binding assay. For this purpose, we performed electrophoretic mobility shift assays (EMSAs) with the conserved sites in the phm promoter since the functional importance of these sites has been confirmed [20]. Radiolabeled DNA oligonucleotide sequences that contained the conserved vvl or kni binding sites in the phm promoter required for PG expression (Fig. 1A) formed DNA/protein complexes with nuclear cell extract (Fig. 3B and C). These complexes were outcompeted by unlabeled oligonucleotide sequences containing consensus vvl or kni sites and by the unlabeled phm oligonucleotides containing the vvl or kni site, but not by the unlabeled phm oligonucleotides with mutated vvl or kni binding sites or by an unspecific oligonucleotide sequence. This finding demonstrates that the vvl and kni sites are required for formation of the DNA/protein complex and supports that Vvl and Kni regulate transcription of the genes involved in ecdysone biosynthesis by direct binding to their promoters and enhancers.
24945799	FBgn0086680	VVL	The data indicate that Vvl and Kni are critical for the steroidogenic activity of the PG during early post-embryonic development. Later during larval development the up-regulation of ecdysone biosynthetic genes and the growth of the gland are required to produce the high-level ecdysone pulse that triggers metamorphosis. To investigate the role of Vvl and Kni during later stages of postembryonic development, we analyzed their expression in third instar (L3) larval ring glands from early (72 hours AEL), mid (96 hours AEL) and late (120 hours AEL) L3 larvae. In wild type larvae, expression of the steroidogenic genes showed no or little increase from the early to mid L3, but a dramatic up-regulation in the late L3 (Fig. 4A), coinciding with the high-level ecdysone peak that triggers pupariation 120 hours AEL [20]. While the expression of vvl showed only a minor increase during the L3 stage, a stronger up-regulation of kni and mld was observed. Compared to both vvl, kni and mld, expression of Br-Z4 was highly up-regulated in the late L3 consistent with its role in the temporal up-regulation of the biosynthetic genes important for the high-level ecdysone pulse 120 hours AEL that triggers pupariation [24]. Considering the tissue-specificity and that vvl expression in the PG shows little relation with the ecdysone titer, it seems likely that Vvl is important for the spatial control of ecdysone biosynthetic gene expression in the PG, but not for the temporal regulation during development. On the other hand, kni expression is less PG specific, but show more correlation with the ecdysone titer during L3.
24945799	FBgn0086680	VVL	To determine whether Vvl and Kni are only required to set the initial expression of the biosynthetic enzymes during embryonic and early larval development or also to maintain PG expression during late larval stages, we used tub-Gal80ts;phm-Gal4 (Gal80ts;phm>) to conditionally induce the UAS-RNAi effect. Gal80ts;phm>vvl-RNAi and Gal80ts;phm>kni-RNAi larvae develop normally at 18°C and were shifted to 29°C to induce the RNAi at different times during larval stages. Development of most Gal80ts;phm>vvl-RNAi, Gal80ts;phm>kni-RNAi and Gal80ts;phm>mld-RNAi larvae was arrested in L3 when larvae were shifted to 29°C 120 hours AEL or earlier, while larvae that were shifted 144 hours AEL or later pupariated normally (Fig. S2). Because development is slowed down at 18°C, 120 hours AEL is corresponding to the late L2 stage under these conditions [25]. Thus, inducing RNAi in late L2 or earlier causes developmental arrest in L3, suggesting that it prevents the production of the high-level ecdysone pulse in late L3 that triggers metamorphosis.
24945799	FBgn0001320	KNI	To determine whether Vvl and Kni are only required to set the initial expression of the biosynthetic enzymes during embryonic and early larval development or also to maintain PG expression during late larval stages, we used tub-Gal80ts;phm-Gal4 (Gal80ts;phm>) to conditionally induce the UAS-RNAi effect. Gal80ts;phm>vvl-RNAi and Gal80ts;phm>kni-RNAi larvae develop normally at 18°C and were shifted to 29°C to induce the RNAi at different times during larval stages. Development of most Gal80ts;phm>vvl-RNAi, Gal80ts;phm>kni-RNAi and Gal80ts;phm>mld-RNAi larvae was arrested in L3 when larvae were shifted to 29°C 120 hours AEL or earlier, while larvae that were shifted 144 hours AEL or later pupariated normally (Fig. S2). Because development is slowed down at 18°C, 120 hours AEL is corresponding to the late L2 stage under these conditions [25]. Thus, inducing RNAi in late L2 or earlier causes developmental arrest in L3, suggesting that it prevents the production of the high-level ecdysone pulse in late L3 that triggers metamorphosis.
24945799	FBgn0086680	VVL	Since expression of the biosynthetic genes detected in L1 larvae with reduced expression of vvl and kni was measured on RNA extracted from whole animals (Fig. 3A), and normalized to Rpl23 and Rpl32, ubiquitously expressed ribosomal housekeeping genes, it is possible that reduced PG cell growth could be responsible for the observed decrease in biosynthetic gene expression because of a reduced PG to whole animal size ratio. To exclude this possibility and to test whether Vvl and Kni are required to maintain PG specific expression of steroidogenic genes later during development, we analyzed expression in isolated ring glands from L3 larvae. We first confirmed the efficient reduction of vvl and kni mRNA levels compared to the control (Fig. S2). Additional analysis showed that expression of all of the steroidogenic enzymes was dramatically decreased in L3 ring glands in which vvl and kni were knocked down compared to the control (Fig. 4B). This demonstrates that the decreased expression of the ecdysone biosynthetic genes in vvl-RNAi and kni-RNAi animals is a consequence of a specific reduction in the transcription of steroidogenic genes, and not reduced glandular growth or a general reduction in transcription. Compared to vvl-RNAi and kni-RNAi, mld knock down had little or no influence on the transcription of the genes encoding enzymes acting in late steps in the biosynthetic pathway. However, spok and nvd levels were strongly reduced in the ring glands of mld-RNAi larvae compared to the control, suggesting that these are direct targets of mld regulation. This indicates that Mld is involved in the transcriptional regulation of the enzymes mediating early biosynthetic conversions of cholesterol. The observation that mld-RNAi also regulates nvd expression may explain why spok overexpression in the PG is insufficient to rescue mld mutants [9].
24945799	FBgn0001320	KNI	Since expression of the biosynthetic genes detected in L1 larvae with reduced expression of vvl and kni was measured on RNA extracted from whole animals (Fig. 3A), and normalized to Rpl23 and Rpl32, ubiquitously expressed ribosomal housekeeping genes, it is possible that reduced PG cell growth could be responsible for the observed decrease in biosynthetic gene expression because of a reduced PG to whole animal size ratio. To exclude this possibility and to test whether Vvl and Kni are required to maintain PG specific expression of steroidogenic genes later during development, we analyzed expression in isolated ring glands from L3 larvae. We first confirmed the efficient reduction of vvl and kni mRNA levels compared to the control (Fig. S2). Additional analysis showed that expression of all of the steroidogenic enzymes was dramatically decreased in L3 ring glands in which vvl and kni were knocked down compared to the control (Fig. 4B). This demonstrates that the decreased expression of the ecdysone biosynthetic genes in vvl-RNAi and kni-RNAi animals is a consequence of a specific reduction in the transcription of steroidogenic genes, and not reduced glandular growth or a general reduction in transcription. Compared to vvl-RNAi and kni-RNAi, mld knock down had little or no influence on the transcription of the genes encoding enzymes acting in late steps in the biosynthetic pathway. However, spok and nvd levels were strongly reduced in the ring glands of mld-RNAi larvae compared to the control, suggesting that these are direct targets of mld regulation. This indicates that Mld is involved in the transcriptional regulation of the enzymes mediating early biosynthetic conversions of cholesterol. The observation that mld-RNAi also regulates nvd expression may explain why spok overexpression in the PG is insufficient to rescue mld mutants [9].
24945799	FBgn0263490	MLD	Since expression of the biosynthetic genes detected in L1 larvae with reduced expression of vvl and kni was measured on RNA extracted from whole animals (Fig. 3A), and normalized to Rpl23 and Rpl32, ubiquitously expressed ribosomal housekeeping genes, it is possible that reduced PG cell growth could be responsible for the observed decrease in biosynthetic gene expression because of a reduced PG to whole animal size ratio. To exclude this possibility and to test whether Vvl and Kni are required to maintain PG specific expression of steroidogenic genes later during development, we analyzed expression in isolated ring glands from L3 larvae. We first confirmed the efficient reduction of vvl and kni mRNA levels compared to the control (Fig. S2). Additional analysis showed that expression of all of the steroidogenic enzymes was dramatically decreased in L3 ring glands in which vvl and kni were knocked down compared to the control (Fig. 4B). This demonstrates that the decreased expression of the ecdysone biosynthetic genes in vvl-RNAi and kni-RNAi animals is a consequence of a specific reduction in the transcription of steroidogenic genes, and not reduced glandular growth or a general reduction in transcription. Compared to vvl-RNAi and kni-RNAi, mld knock down had little or no influence on the transcription of the genes encoding enzymes acting in late steps in the biosynthetic pathway. However, spok and nvd levels were strongly reduced in the ring glands of mld-RNAi larvae compared to the control, suggesting that these are direct targets of mld regulation. This indicates that Mld is involved in the transcriptional regulation of the enzymes mediating early biosynthetic conversions of cholesterol. The observation that mld-RNAi also regulates nvd expression may explain why spok overexpression in the PG is insufficient to rescue mld mutants [9].
24945799	FBgn0086917	SPOK	Since expression of the biosynthetic genes detected in L1 larvae with reduced expression of vvl and kni was measured on RNA extracted from whole animals (Fig. 3A), and normalized to Rpl23 and Rpl32, ubiquitously expressed ribosomal housekeeping genes, it is possible that reduced PG cell growth could be responsible for the observed decrease in biosynthetic gene expression because of a reduced PG to whole animal size ratio. To exclude this possibility and to test whether Vvl and Kni are required to maintain PG specific expression of steroidogenic genes later during development, we analyzed expression in isolated ring glands from L3 larvae. We first confirmed the efficient reduction of vvl and kni mRNA levels compared to the control (Fig. S2). Additional analysis showed that expression of all of the steroidogenic enzymes was dramatically decreased in L3 ring glands in which vvl and kni were knocked down compared to the control (Fig. 4B). This demonstrates that the decreased expression of the ecdysone biosynthetic genes in vvl-RNAi and kni-RNAi animals is a consequence of a specific reduction in the transcription of steroidogenic genes, and not reduced glandular growth or a general reduction in transcription. Compared to vvl-RNAi and kni-RNAi, mld knock down had little or no influence on the transcription of the genes encoding enzymes acting in late steps in the biosynthetic pathway. However, spok and nvd levels were strongly reduced in the ring glands of mld-RNAi larvae compared to the control, suggesting that these are direct targets of mld regulation. This indicates that Mld is involved in the transcriptional regulation of the enzymes mediating early biosynthetic conversions of cholesterol. The observation that mld-RNAi also regulates nvd expression may explain why spok overexpression in the PG is insufficient to rescue mld mutants [9].
24945799	FBgn0086680	VVL	Supplying the 5β-ketodiol and 5β-ketotriol, but not cholesterol or 7-dehydrocholesterol, rescued mld-RNAi larvae (Fig. 5B), consistent with Mld being required for expression of Nvd and Spok which mediate early steps in the pathway upstream of the 5β-ketodiol. We conclude, that Vvl and Kni are necessary for coordinating the tissue-specific expression of all steroidogenic genes in the endocrine cells of the PG, while Mld specifically regulates genes involved in early steps in the pathway responsible for the conversion of cholesterol to the 5β-ketodiol, an intermediate downstream of the black box reaction(s).
24945799	FBgn0001320	KNI	Supplying the 5β-ketodiol and 5β-ketotriol, but not cholesterol or 7-dehydrocholesterol, rescued mld-RNAi larvae (Fig. 5B), consistent with Mld being required for expression of Nvd and Spok which mediate early steps in the pathway upstream of the 5β-ketodiol. We conclude, that Vvl and Kni are necessary for coordinating the tissue-specific expression of all steroidogenic genes in the endocrine cells of the PG, while Mld specifically regulates genes involved in early steps in the pathway responsible for the conversion of cholesterol to the 5β-ketodiol, an intermediate downstream of the black box reaction(s).
24945799	FBgn0263490	MLD	Supplying the 5β-ketodiol and 5β-ketotriol, but not cholesterol or 7-dehydrocholesterol, rescued mld-RNAi larvae (Fig. 5B), consistent with Mld being required for expression of Nvd and Spok which mediate early steps in the pathway upstream of the 5β-ketodiol. We conclude, that Vvl and Kni are necessary for coordinating the tissue-specific expression of all steroidogenic genes in the endocrine cells of the PG, while Mld specifically regulates genes involved in early steps in the pathway responsible for the conversion of cholesterol to the 5β-ketodiol, an intermediate downstream of the black box reaction(s).
24945799	FBgn0086680	VVL	Our data demonstrate that Vvl and Kni are specifically involved in transcriptional regulation of ecdysone biosynthetic components. However, when we analyzed the morphology of PG cells with reduced expression of vvl and kni, we found a mild decrease in PG cell size (Fig. 6A and B), indicating that knock down of these transcription factors also influence cellular growth. The major pathways that are thought to control PG cell growth are the PTTH and the insulin/TOR pathways [22], [28]–[32]. Therefore, we investigated the possibility that Vvl and Kni affect PG cell growth and ecdysone synthesis indirectly by interfering with PTTH and/or insulin/TOR signaling. The neuropeptide, PTTH promotes PG growth and ecdysone synthesis through activation of its receptor Torso, a receptor tyrosine kinase (RTK) expressed specifically in the PG [33]. Activation of the insulin receptor (InR), another RTK, in the PG also regulates cell growth and stimulates ecdysone synthesis in response to circulating insulin levels. Although crosstalk between systemic insulin mediated growth regulation and TOR signaling might occur, the TOR pathway cell-autonomously regulates growth in response to cellular nutrient levels [34]. We therefore investigated whether PTTH and insulin/TOR signaling in the gland is affected by knock down of vvl and kni. Analysis of torso transcript levels revealed that, while mld-RNAi larvae have normal torso mRNA levels, expression of the PTTH receptor is reduced in ring glands from L3 vvl-RNAi and kni-RNAi larvae (Fig. 6C). Consistent with down-regulation of the PTTH receptor, we found reduced levels of phosphorylated ERK, an indicator of MAPK activity and PTTH signaling [33], in BRGCs from vvl-RNAi and kni-RNAi larvae (Fig. S4). However, unlike the biosynthetic enzymes (Fig. 3), expression of torso was not reduced in L1 phm>vvl-RNAi larvae 36 hours AEL (Fig. S4), indicating that torso expression is initiated normally despite the loss of vvl in the PG. When examining the expression of the InR and components mediating insulin signaling, we found reduced expression in vvl-RNAi and kni-RNAi animals of 4EBP that encodes a negative growth regulator depressed by activation of the insulin pathway. Further, levels of akt, which encodes a serine/threonine kinase of the insulin signaling pathway [35], were increased, while levels of InR were decreased in vvl-RNAi larvae. Increased insulin signaling is generally associated with decreased expression of both 4EBP and InR[36], [37]. These results imply that loss of vvl and kni increases insulin signaling. The most likely explanation for increased insulin signaling in PG of animals with reduced vvl and kni expression is the low ecdysone levels, which cause a general increase of insulin release from the brain [29]. Thus, the disturbance of insulin signaling in the PG of vvl-RNAi and kni-RNAi animals seems unlikely to account for the PG cell growth reduction. However, we observed a strong transcriptional reduction of the S6 kinase (S6K), an important positive growth regulator downstream of TOR. This suggests that the combined reduction of both PTTH/Torso and TOR/S6K signaling in the PG contributes to the negative influence of vvl-RNAi and kni-RNAi on PG cell growth and ecdysone synthesis. Why does mld knock down not affect PG cell size negatively (Fig. 6A and B)? Since loss of mld does not affect torso expression (Fig. 6C), it is possible that disturbance of the TOR/S6K pathway alone is insufficient to impair growth, especially if this is combined with increased insulin signaling as indicated by the decreased InR and 4EBP mRNA levels in the ring glands of mld-RNAi larvae.
24945799	FBgn0001320	KNI	Our data demonstrate that Vvl and Kni are specifically involved in transcriptional regulation of ecdysone biosynthetic components. However, when we analyzed the morphology of PG cells with reduced expression of vvl and kni, we found a mild decrease in PG cell size (Fig. 6A and B), indicating that knock down of these transcription factors also influence cellular growth. The major pathways that are thought to control PG cell growth are the PTTH and the insulin/TOR pathways [22], [28]–[32]. Therefore, we investigated the possibility that Vvl and Kni affect PG cell growth and ecdysone synthesis indirectly by interfering with PTTH and/or insulin/TOR signaling. The neuropeptide, PTTH promotes PG growth and ecdysone synthesis through activation of its receptor Torso, a receptor tyrosine kinase (RTK) expressed specifically in the PG [33]. Activation of the insulin receptor (InR), another RTK, in the PG also regulates cell growth and stimulates ecdysone synthesis in response to circulating insulin levels. Although crosstalk between systemic insulin mediated growth regulation and TOR signaling might occur, the TOR pathway cell-autonomously regulates growth in response to cellular nutrient levels [34]. We therefore investigated whether PTTH and insulin/TOR signaling in the gland is affected by knock down of vvl and kni. Analysis of torso transcript levels revealed that, while mld-RNAi larvae have normal torso mRNA levels, expression of the PTTH receptor is reduced in ring glands from L3 vvl-RNAi and kni-RNAi larvae (Fig. 6C). Consistent with down-regulation of the PTTH receptor, we found reduced levels of phosphorylated ERK, an indicator of MAPK activity and PTTH signaling [33], in BRGCs from vvl-RNAi and kni-RNAi larvae (Fig. S4). However, unlike the biosynthetic enzymes (Fig. 3), expression of torso was not reduced in L1 phm>vvl-RNAi larvae 36 hours AEL (Fig. S4), indicating that torso expression is initiated normally despite the loss of vvl in the PG. When examining the expression of the InR and components mediating insulin signaling, we found reduced expression in vvl-RNAi and kni-RNAi animals of 4EBP that encodes a negative growth regulator depressed by activation of the insulin pathway. Further, levels of akt, which encodes a serine/threonine kinase of the insulin signaling pathway [35], were increased, while levels of InR were decreased in vvl-RNAi larvae. Increased insulin signaling is generally associated with decreased expression of both 4EBP and InR[36], [37]. These results imply that loss of vvl and kni increases insulin signaling. The most likely explanation for increased insulin signaling in PG of animals with reduced vvl and kni expression is the low ecdysone levels, which cause a general increase of insulin release from the brain [29]. Thus, the disturbance of insulin signaling in the PG of vvl-RNAi and kni-RNAi animals seems unlikely to account for the PG cell growth reduction. However, we observed a strong transcriptional reduction of the S6 kinase (S6K), an important positive growth regulator downstream of TOR. This suggests that the combined reduction of both PTTH/Torso and TOR/S6K signaling in the PG contributes to the negative influence of vvl-RNAi and kni-RNAi on PG cell growth and ecdysone synthesis. Why does mld knock down not affect PG cell size negatively (Fig. 6A and B)? Since loss of mld does not affect torso expression (Fig. 6C), it is possible that disturbance of the TOR/S6K pathway alone is insufficient to impair growth, especially if this is combined with increased insulin signaling as indicated by the decreased InR and 4EBP mRNA levels in the ring glands of mld-RNAi larvae.
24945799	FBgn0013323	PTTH	Our data demonstrate that Vvl and Kni are specifically involved in transcriptional regulation of ecdysone biosynthetic components. However, when we analyzed the morphology of PG cells with reduced expression of vvl and kni, we found a mild decrease in PG cell size (Fig. 6A and B), indicating that knock down of these transcription factors also influence cellular growth. The major pathways that are thought to control PG cell growth are the PTTH and the insulin/TOR pathways [22], [28]–[32]. Therefore, we investigated the possibility that Vvl and Kni affect PG cell growth and ecdysone synthesis indirectly by interfering with PTTH and/or insulin/TOR signaling. The neuropeptide, PTTH promotes PG growth and ecdysone synthesis through activation of its receptor Torso, a receptor tyrosine kinase (RTK) expressed specifically in the PG [33]. Activation of the insulin receptor (InR), another RTK, in the PG also regulates cell growth and stimulates ecdysone synthesis in response to circulating insulin levels. Although crosstalk between systemic insulin mediated growth regulation and TOR signaling might occur, the TOR pathway cell-autonomously regulates growth in response to cellular nutrient levels [34]. We therefore investigated whether PTTH and insulin/TOR signaling in the gland is affected by knock down of vvl and kni. Analysis of torso transcript levels revealed that, while mld-RNAi larvae have normal torso mRNA levels, expression of the PTTH receptor is reduced in ring glands from L3 vvl-RNAi and kni-RNAi larvae (Fig. 6C). Consistent with down-regulation of the PTTH receptor, we found reduced levels of phosphorylated ERK, an indicator of MAPK activity and PTTH signaling [33], in BRGCs from vvl-RNAi and kni-RNAi larvae (Fig. S4). However, unlike the biosynthetic enzymes (Fig. 3), expression of torso was not reduced in L1 phm>vvl-RNAi larvae 36 hours AEL (Fig. S4), indicating that torso expression is initiated normally despite the loss of vvl in the PG. When examining the expression of the InR and components mediating insulin signaling, we found reduced expression in vvl-RNAi and kni-RNAi animals of 4EBP that encodes a negative growth regulator depressed by activation of the insulin pathway. Further, levels of akt, which encodes a serine/threonine kinase of the insulin signaling pathway [35], were increased, while levels of InR were decreased in vvl-RNAi larvae. Increased insulin signaling is generally associated with decreased expression of both 4EBP and InR[36], [37]. These results imply that loss of vvl and kni increases insulin signaling. The most likely explanation for increased insulin signaling in PG of animals with reduced vvl and kni expression is the low ecdysone levels, which cause a general increase of insulin release from the brain [29]. Thus, the disturbance of insulin signaling in the PG of vvl-RNAi and kni-RNAi animals seems unlikely to account for the PG cell growth reduction. However, we observed a strong transcriptional reduction of the S6 kinase (S6K), an important positive growth regulator downstream of TOR. This suggests that the combined reduction of both PTTH/Torso and TOR/S6K signaling in the PG contributes to the negative influence of vvl-RNAi and kni-RNAi on PG cell growth and ecdysone synthesis. Why does mld knock down not affect PG cell size negatively (Fig. 6A and B)? Since loss of mld does not affect torso expression (Fig. 6C), it is possible that disturbance of the TOR/S6K pathway alone is insufficient to impair growth, especially if this is combined with increased insulin signaling as indicated by the decreased InR and 4EBP mRNA levels in the ring glands of mld-RNAi larvae.
24945799	FBgn0086680	VVL	Drosophila developmental progression is dictated by tightly regulated ecdysone pulses released from the PG. Like any cell specialized for steroid biosynthesis, the PG expresses a set of enzymes that mediate steps in the conversion of cholesterol into steroids. The tissue-specific expression of these enzymes is key to the specialization of the cells that endows the PG with the competence to produce ecdysone. The transcriptional control mechanism underlying such regulation is likely orchestrated by a regulatory network of transcription factors. Here, we identify two transcription factors Vvl and Kni that are required for the expression of the biosynthetic enzymes in the ecdysone producing PG cells. Vvl is a POU domain transcription factor which has multiple important functions during Drosophila development. Mutations in vvl cause embryonic lethality with defects in the development of the trachea and the nervous system [38]–[41]. Moreover, Vvl is required for wing vein development and is involved in innate immunity by regulation of the expression of antimicrobial peptides [42], [43]. We show that Vvl is expressed in the PG during late embryogenesis and in the larval stages. One important characteristic of Vvl is that it maintains its own expression by autoregulation [44]. Once activated, Vvl maintains its expression and likely also the expression of the ecdysone biosynthetic genes in the PG. Knock down of vvl in the PG reduces the expression of all genes in the biosynthetic pathway, showing that Vvl is required for maintaining expression of all pathway components. Together with the high expression of Vvl in the gland, this suggests that Vvl is a master transcriptional regulator involved in specifying the genetic program that dictates PG cell identity including its tissue-specific expression of steroidogenic enzymes. It is interesting to note that human chromosome 6 deletions that affect POU3F2, a homolog of Vvl, have been associated with hypogonadotropic hypogonadism and adrenal insufficiency [45], [46], making it possible that Vvl is a conserved regulator of steroid biosynthesis.
24945799	FBgn0001320	KNI	Drosophila developmental progression is dictated by tightly regulated ecdysone pulses released from the PG. Like any cell specialized for steroid biosynthesis, the PG expresses a set of enzymes that mediate steps in the conversion of cholesterol into steroids. The tissue-specific expression of these enzymes is key to the specialization of the cells that endows the PG with the competence to produce ecdysone. The transcriptional control mechanism underlying such regulation is likely orchestrated by a regulatory network of transcription factors. Here, we identify two transcription factors Vvl and Kni that are required for the expression of the biosynthetic enzymes in the ecdysone producing PG cells. Vvl is a POU domain transcription factor which has multiple important functions during Drosophila development. Mutations in vvl cause embryonic lethality with defects in the development of the trachea and the nervous system [38]–[41]. Moreover, Vvl is required for wing vein development and is involved in innate immunity by regulation of the expression of antimicrobial peptides [42], [43]. We show that Vvl is expressed in the PG during late embryogenesis and in the larval stages. One important characteristic of Vvl is that it maintains its own expression by autoregulation [44]. Once activated, Vvl maintains its expression and likely also the expression of the ecdysone biosynthetic genes in the PG. Knock down of vvl in the PG reduces the expression of all genes in the biosynthetic pathway, showing that Vvl is required for maintaining expression of all pathway components. Together with the high expression of Vvl in the gland, this suggests that Vvl is a master transcriptional regulator involved in specifying the genetic program that dictates PG cell identity including its tissue-specific expression of steroidogenic enzymes. It is interesting to note that human chromosome 6 deletions that affect POU3F2, a homolog of Vvl, have been associated with hypogonadotropic hypogonadism and adrenal insufficiency [45], [46], making it possible that Vvl is a conserved regulator of steroid biosynthesis.
